"Reduz","Lote","Calo_Pe","Alojamento","Alojadas","Abatidas","% Mort","morte_perc","Idade","P.M.","densidade","C.A.","C.A.C.","viabilidade_lote","GPD","fator_prod","IEP","peso_total","pgto_ave_produtor","pag_ave","Custo Fomento","Custo Pinto","Custo Racao","Custo Medic","Custo FV","Custo Pega","Custo Integrado","controle_laudo","Custo Granja","Custo Plataforma","pgto_liquido_produtor","tipo_galpao","Pgto_Ave_Bon","vlr_med_peso","vlr_contribuicao_sind","IEL"
"#","7728","51,29","2025-11-20 00:00:00.000","32500","30540","6,03","6,03","38,17","2,747","13,54","1,389","1,49","93,97","71,97","486,88","291,12","83890","1,113952","1,463","0","1,2978","2,3775","0,0076","0","0","0,5326","P","4,2155","4,2155","44680,02","Dark","0,0377","0,014","0","0"
"#","7201","57,17","2025-11-10 00:00:00.000","26100","25415","2,62","2,62","41,41","2,709","13,32","1,625","1,734","97,38","65,42","392,03","242,92","68850","1,412041","1,31","0","0,5136","2,719","0,0129","0","0","0,4836","N","3,7291","3,7291","33293,65","","0,1671","0,029","0","13"
"#","7453","35,34","2025-11-13 00:00:00.000","31500","31080","1,33","1,33","43,86","2,945","13,13","1,737","1,794","98,67","67,15","381,42","239,48","91530","1,663434","1,61","0","1,1529","2,898","0,0025","0","0","0,5467","P","4,6001","4,6001","50038,8","","0,1074","0,013","0","15"
"#","6908","73,03","2025-10-29 00:00:00.000","32000","30870","3,53","3,53","41,51","3,088","13,33","1,568","1,593","96,47","74,39","457,69","280,95","95320","1,839045","1,6","0","0,7909","2,5674","0,0639","0","0","0,5182","N","3,9404","3,9404","49392","Dark","0,3175","0,087","165,48","20"
"#","4043","35,16","2025-11-03 00:00:00.000","33000","31927","3,25","3,25","43,12","3,111","13,31","1,642","1,662","96,75","72,15","425,11","261,76","99330","1,496782","1,272","0","0,7827","2,7202","0,0095","0","0","0,4089","N","3,9213","3,9213","40611,14","Dark","0,2874","0,053","0","13"
"#","5629","48,04","2025-10-25 00:00:00.000","24500","23933","2,31","2,31","43,32","3,037","14","1,563","1,599","97,69","70,11","438,17","272,41","72690","1,523353","1,319","0","1,2919","2,513","0,0538","0","0","0,4343","N","4,293","4,293","31567,63","Dark","0,2763","0,095","0","18"
"#","374","27,59","2025-11-01 00:00:00.000","26200","24906","4,94","4,94","44,28","3,239","12,48","1,607","1,598","95,06","73,15","432,7","261,73","80660","1,660786","1,4899","0","0","2,8406","0,0112","0","0","0,46","P","3,3118","3,3118","37107,63","automatizado","0,2293","0,012","0","118"
"#","4023","55","2025-11-12 00:00:00.000","20200","19320","4,36","4,36","40,92","3,06","12,95","1,619","1,65","95,64","74,78","441,75","268,82","59110","1,399538","1,3284","0","1,1448","2,667","0,0685","0","0","0,4342","P","4,3145","4,3145","25665,56","Dark","0,0179","0,11","0","26"
"#","4003","60,88","2025-11-12 00:00:00.000","20200","19088","5,5","5,5","40,61","2,907","12,95","1,561","1,626","94,5","71,58","433,35","260,54","55480","1,406252","1,2237","0","1,2197","2,5851","0,0663","0","0","0,421","P","4,2921","4,2921","23357,08","Dark","0,1181","0,095","0","27"
"#","2836","24,17","2025-10-30 00:00:00.000","20300","19512","3,88","3,88","32,82","1,903","12,2","1,533","1,821","96,12","57,98","363,56","222,36","37130","1,409219","1,3","0","1,2881","2,4601","0,078","0","0","0,6832","P","4,5094","4,5094","25365,6","automatizado","0,1092","0,117","0","26"
"#","1416","17,96","2025-10-18 00:00:00.000","26500","26525","-0,09","-0,09","45,05","3,181","13,59","1,661","1,665","100,09","70,61","425,49","271","84370","1,409428","1,301","0","0,74","2,6794","0,0108","0","0","0,409","P","3,8392","3,8392","34509,03","Dark","0,1864","0,029","115,61","21"
"#","3970","95,27","2025-10-31 00:00:00.000","30000","29010","3,3","3,3","42,38","3,241","12,57","1,646","1,637","96,7","76,47","449,28","276,5","94030","1,476515","1,44","0","0,7517","2,7154","0,0208","0","0","0,4443","P","3,9322","3,9322","41774,4","","0,0986","0,031","0","18"
"#","4005","85,81","2025-10-31 00:00:00.000","31000","30373","2,02","2,02","41,6","3,101","12,99","1,579","1,601","97,98","74,54","462,56","288,42","94190","1,494467","1,456","0","1,119","2,6111","0,0207","0","0","0,4695","P","4,2203","4,2203","44223,09","","0,0978","0,03","0","16"
"#","2702","53,88","2025-10-23 00:00:00.000","25500","24318","4,64","4,64","45,81","3,356","13,03","1,74","1,705","95,36","73,26","401,49","243,61","81600","0,576201","1,35","0","1,0625","2,8053","0,065","0","0","0,4023","N","4,3351","4,3351","32829,3","","0,0179","0,093","0","22"
"#","5007","NULL","2025-11-01 00:00:00.000","32500","27790","14,49","14,49","43,74","3,091","13,54","1,633","1,657","85,51","70,67","370,04","201,37","85900","1,63901","1,5","0","0","2,6817","0,0293","0","0","0,4853","P","3,1963","3,1963","41685","","0,2194","0,063","139,66","25"
"#","7465","46,72","2025-11-15 00:00:00.000","36200","32614","9,91","9,91","43,09","3,123","13,31","1,692","1,709","90,09","72,48","385,9","221,22","101840","0,110245","1,28","0","0,9174","2,8153","0,0088","0","0","0,4099","N","4,1514","4,1514","41745,92","","0,2789","0,034","0","18"
"#","2819","52,98","2025-10-24 00:00:00.000","36500","35380","3,07","3,07","44,75","3,121","13,42","1,689","1,707","96,93","69,74","400,25","246,88","110410","1,169881","1,46","0","0","2,76","0,0078","0","0","0,4678","N","3,2356","3,2356","51654,8","Dark","0,1674","0,019","0","20"
"#","7121","43,85","2025-11-11 00:00:00.000","20000","19215","3,92","3,92","42,9","3,078","13,33","1,661","1,688","96,08","71,75","415,03","253,77","59150","1,564983","1,41","0","1,1327","2,7263","0,006","0","0","0,458","N","4,323","4,323","27093,15","Dark","0,228","0,02","0","15"
"#","7120","71,29","2025-11-11 00:00:00.000","24500","23870","2,57","2,57","41,53","2,905","13,61","1,643","1,709","97,43","69,95","414,8","257,21","69350","1,376307","1,34","0","1,1835","2,6746","0,0062","0","0","0,4612","N","4,3255","4,3255","31985,8","Automatizado","0,217","0,022","0","16"
"#","2827","52,63","2025-10-24 00:00:00.000","24500","23916","2,38","2,38","43,1","2,989","13,46","1,573","1,62","97,62","69,35","430,39","267,33","71480","1,386836","1,34","0","1,1482","2,5178","0,0843","0","0","0,4483","N","4,1986","4,1986","32047,44","Dark","0,1169","0,109","0","17"
"#","7458","75,28","2025-11-15 00:00:00.000","36200","34432","4,88","4,88","43,69","2,994","13,31","1,691","1,737","95,12","68,53","385,48","233,32","103090","0,062481","1,23","0","0,9063","2,8172","0,0051","0","0","0,4108","N","4,1394","4,1394","42351,36","","0,2179","0,027","0","15"
"#","7725","59,65","2025-11-19 00:00:00.000","29300","24978","14,75","14,75","39,34","2,738","13,47","1,589","1,692","85,25","69,6","373,4","202,56","68390","0,874144","1,3","0","1,1058","2,7096","0,0108","0","0","0,4748","P","4,301","4,301","32471,4","Dark","0,0398","0,018","0","0"
"#","7123","36,4","2025-11-13 00:00:00.000","52300","45600","12,81","12,81","42,65","2,826","14,53","1,806","1,889","87,19","66,26","319,89","177,51","128880","2,015892","1,8","0","0,3725","3,0205","0,1009","0","0","0,6369","N","4,1308","4,1308","82080","Dark","0,2878","0,126","0","17"
"#","3982","27,92","2025-10-22 00:00:00.000","20000","19502","2,49","2,49","43,23","3,02","13,33","1,676","1,716","97,51","69,86","406,44","252,21","58900","1,462026","1,2431","0","0","2,9773","0,0008","0","0","0,4116","N","3,3897","3,3897","24243,24","","0,2877","0,004","0","17"
"#","6889","73,47","2025-10-24 00:00:00.000","32000","31068","2,91","2,91","42,19","3,1","13,33","1,532","1,554","97,09","73,48","465,66","287,71","96310","1,649576","1,61","0","0,7828","2,4505","0,0114","0","0","0,5194","P","3,7641","3,7641","50019,48","","0,1174","0,027","0","18"
"#","7490","28,25","2025-11-12 00:00:00.000","32800","31304","4,56","4,56","41,73","2,879","13,67","1,64","1,711","95,44","68,99","401,49","243,83","90120","1,391462","1,31","0","0,8988","2,8941","0,0171","0","0","0,455","N","4,265","4,265","41008,24","Dark","0,1473","0,027","0","19"
"#","4313","53,94","2025-11-09 00:00:00.000","29290","26178","10,62","10,62","47,73","3,604","13,95","1,711","1,621","89,38","75,51","394,44","224,32","94340","1,658558","1,61","0","1,0401","2,8434","0,027","0","0","0,4468","P","4,3573","4,3573","42146,58","Dark","0,1183","0,038","0","13"
"#","6931","92,75","2025-10-30 00:00:00.000","33500","32655","2,52","2,52","41,54","2,735","13,14","1,605","1,708","97,48","65,84","399,88","248,01","89300","1,172682","1,42","0","0,8574","2,6582","0,0595","0","0","0,5193","P","4,0944","4,0944","46370,1","","0,0275","0,073","0","17"
"#","4037","48,18","2025-11-01 00:00:00.000","19305","17520","9,25","9,25","40,85","3,068","12,87","1,51","1,539","90,75","75,1","451,37","260,72","53760","1,642535","1,434","0","1,0306","2,4898","0,0175","0","0","0,4673","N","4,0052","4,0052","25123,68","Dark","0,2797","0,034","0","13"
"#","7497","43,56","2025-11-08 00:00:00.000","15300","14784","3,37","3,37","41,19","2,78","12,75","1,609","1,702","96,63","67,49","405,33","249,25","41100","1,190958","1,1398","0","0","2,8438","0,0178","0","0","0,41","N","3,2716","3,2716","16851","Automatizado","0,1183","0,023","0","19"
"#","3973","43,53","2025-10-18 00:00:00.000","31000","29391","5,19","5,19","45,77","3,42","12,92","1,688","1,639","94,81","74,72","419,69","253,24","100520","1,694331","1,485","0","0","2,9801","0,007","0","0","0,4342","P","3,4213","3,4213","43645,78","automatizado","0,2784","0,013","0","23"
"#","4020","81,25","2025-10-30 00:00:00.000","18500","17460","5,62","5,62","44,84","3,073","12,33","1,745","1,773","94,38","68,53","370,66","222,58","53650","1,023379","1,15","0","0","2,9394","0,0275","0","0","0,3743","N","3,3412","3,3412","20079","Automatizado","0,2198","0,06","0","14"
"#","7499","26,5","2025-11-12 00:00:00.000","15300","14899","2,62","2,62","41,06","2,859","12,75","1,589","1,665","97,38","69,63","426,72","264,45","42600","1,488845","1,2735","0","0,5315","2,8305","0,0334","0","0","0,4454","N","3,8408","3,8408","18974,04","Dark","0,2881","0,058","0","22"
